ID;rodada;data;hora;dia;mandante;visitante;formacao_mandante;formacao_visitante;tecnico_mandante;tecnico_visitante;vencedor;arena;mandante_placar;visitante_placar;mandante_estado;visitante_estado;estado_vencedor
227;19;17/07/2003;20:30;Quinta-feira;Sao Paulo;Athletico-PR;;;;;Sao Paulo;morumbi;2;0;SP;PR;SP
228;19;31/07/2003;20:30;Quinta-feira;Parana;Criciuma;;;;;Parana;pinheirao;2;1;PR;SC;PR
229;20;19/07/2003;16:00;Sabado;Fluminense;Santos;;;;;Santos;giulite coutinho;1;4;RJ;SP;SP
230;20;19/07/2003;16:00;Sabado;Corinthians;Guarani;;;;;Corinthians;pacaembu;1;0;SP;SP;SP
231;20;19/07/2003;16:00;Sabado;Fortaleza;Atletico-MG;;;;;Fortaleza;castelao;4;3;CE;MG;CE
232;20;19/07/2003;18:00;Sabado;Internacional;Figueirense;;;;;Internacional;beira rio;3;0;RS;SC;RS
233;20;20/07/2003;16:00;Domingo;Juventude;Paysandu;;;;;Juventude;alfredo jaconi;2;0;RS;PA;RS
234;20;20/07/2003;16:00;Domingo;Athletico-PR;Bahia;;;;;Athletico-PR;arena da baixada;2;1;PR;BA;PR
235;20;20/07/2003;16:00;Domingo;Ponte Preta;Coritiba;;;;;-;moises lucarelli;1;1;SP;PR;-
236;20;20/07/2003;16:00;Domingo;Criciuma;Flamengo;;;;;Criciuma;heriberto hulse;4;3;SC;RJ;SC
237;20;20/07/2003;16:00;Domingo;Goias;Sao Caetano;;;;;Goias;serra dourada;2;1;GO;SP;GO
238;20;20/07/2003;16:00;Domingo;Vitoria;Sao Paulo;;;;;Sao Paulo;barradao;0;2;BA;SP;SP
239;20;20/07/2003;18:00;Domingo;Cruzeiro;Parana;;;;;Cruzeiro;mineirao;5;1;MG;PR;MG
240;20;20/07/2003;18:00;Domingo;Vasco;Gremio;;;;;Vasco;sao januario;2;0;RJ;RS;RJ
241;21;23/07/2003;20:30;Quarta-feira;Parana;Fortaleza;;;;;Parana;pinheirao;4;1;PR;CE;PR
242;21;23/07/2003;20:30;Quarta-feira;Atletico-MG;Juventude;;;;;Atletico-MG;mineirao;2;1;MG;RS;MG
243;21;23/07/2003;20:30;Quarta-feira;Paysandu;Cruzeiro;;;;;Paysandu;mangueirao;3;0;PA;MG;PA
244;21;23/07/2003;20:30;Quarta-feira;Guarani;Athletico-PR;;;;;Guarani;brinco de ouro;1;0;SP;PR;SP
245;21;23/07/2003;21:40;Quarta-feira;Figueirense;Vasco;;;;;-;orlando scarpelli;0;0;SC;RJ;-
246;21;23/07/2003;21:40;Quarta-feira;Santos;Goias;;;;;-;vila belmiro;3;3;SP;GO;-
247;21;23/07/2003;21:40;Quarta-feira;Bahia;Corinthians;;;;;-;fonte nova;0;0;BA;SP;-
248;21;24/07/2003;20:30;Quinta-feira;Coritiba;Vitoria;;;;;-;couto pereira;1;1;PR;BA;-
249;21;24/07/2003;20:30;Quinta-feira;Gremio;Criciuma;;;;;Criciuma;olimpico;0;2;RS;SC;SC
250;21;24/07/2003;20:30;Quinta-feira;Flamengo;Internacional;;;;;Flamengo;maracana;2;1;RJ;RS;RJ
251;21;24/07/2003;20:30;Quinta-feira;Sao Caetano;Fluminense;;;;;Sao Caetano;anacleto campanella;2;0;SP;RJ;SP
252;21;24/07/2003;20:30;Quinta-feira;Sao Paulo;Ponte Preta;;;;;Ponte Preta;morumbi;1;2;SP;SP;SP
253;22;26/07/2003;16:00;Sabado;Santos;Vasco;;;;;Santos;vila belmiro;2;1;SP;RJ;SP
254;22;26/07/2003;16:00;Sabado;Goias;Atletico-MG;;;;;-;serra dourada;1;1;GO;MG;-
255;22;26/07/2003;16:00;Sabado;Athletico-PR;Paysandu;;;;;-;arena da baixada;1;1;PR;PA;-
256;22;27/07/2003;09:00;Domingo;Fortaleza;Ponte Preta;;;;;Ponte Preta;castelao;2;3;CE;SP;SP
257;22;27/07/2003;16:00;Domingo;Juventude;Fluminense;;;;;Juventude;alfredo jaconi;2;1;RS;RJ;RS
258;22;27/07/2003;16:00;Domingo;Flamengo;Sao Paulo;;;;;-;maracana;1;1;RJ;SP;-
259;22;27/07/2003;16:00;Domingo;Criciuma;Coritiba;;;;;Coritiba;heriberto hulse;2;3;SC;PR;PR
260;22;27/07/2003;16:00;Domingo;Guarani;Figueirense;;;;;Guarani;brinco de ouro;3;0;SP;SC;SP
261;22;27/07/2003;16:00;Domingo;Vitoria;Parana;;;;;Parana;barradao;0;3;BA;PR;PR
262;22;27/07/2003;16:00;Domingo;Corinthians;Gremio;;;;;Corinthians;pacaembu;1;0;SP;RS;SP
263;22;27/07/2003;18:00;Domingo;Cruzeiro;Bahia;;;;;Cruzeiro;mineirao;5;2;MG;BA;MG
264;22;27/07/2003;18:00;Domingo;Internacional;Sao Caetano;;;;;-;beira rio;0;0;RS;SP;-
265;23;02/08/2003;16:00;Sabado;Fluminense;Cruzeiro;;;;;-;giulite coutinho;2;2;RJ;MG;-
266;23;02/08/2003;16:00;Sabado;Gremio;Santos;;;;;Gremio;olimpico;2;0;RS;SP;RS
267;23;02/08/2003;18:00;Sabado;Sao Paulo;Internacional;;;;;Internacional;morumbi;0;2;SP;RS;RS
268;23;02/08/2003;18:00;Sabado;Sao Caetano;Juventude;;;;;-;anacleto campanella;1;1;SP;RS;-
269;23;03/08/2003;16:00;Domingo;Figueirense;Goias;;;;;Goias;orlando scarpelli;0;1;SC;GO;GO
270;23;03/08/2003;16:00;Domingo;Parana;Corinthians;;;;;-;arena da baixada;1;1;PR;SP;-
271;23;03/08/2003;16:00;Domingo;Paysandu;Guarani;;;;;Paysandu;mangueirao;6;1;PA;SP;PA
272;23;03/08/2003;16:00;Domingo;Coritiba;Fortaleza;;;;;-;couto pereira;1;1;PR;CE;-
273;23;03/08/2003;16:00;Domingo;Bahia;Criciuma;;;;;-;fonte nova;2;2;BA;SC;-
274;23;03/08/2003;16:00;Domingo;Ponte Preta;Flamengo;;;;;-;moises lucarelli;1;1;SP;RJ;-
275;23;03/08/2003;18:00;Domingo;Vasco;Athletico-PR;;;;;Vasco;sao januario;2;1;RJ;PR;RJ
276;23;03/08/2003;18:00;Domingo;Atletico-MG;Vitoria;;;;;Atletico-MG;mineirao;1;0;MG;BA;MG
277;24;06/08/2003;20:30;Quarta-feira;Vitoria;Paysandu;;;;;-;barradao;1;1;BA;PA;-
278;24;06/08/2003;20:30;Quarta-feira;Athletico-PR;Parana;;;;;Athletico-PR;arena da baixada;1;0;PR;PR;PR
279;24;06/08/2003;20:30;Quarta-feira;Criciuma;Sao Caetano;;;;;Sao Caetano;heriberto hulse;0;1;SC;SP;SP
280;24;06/08/2003;20:30;Quarta-feira;Fortaleza;Fluminense;;;;;Fortaleza;castelao;3;1;CE;RJ;CE
281;24;06/08/2003;20:30;Quarta-feira;Juventude;Ponte Preta;;;;;-;alfredo jaconi;0;0;RS;SP;-
282;24;06/08/2003;21:40;Quarta-feira;Santos;Atletico-MG;;;;;-;vila belmiro;3;3;SP;MG;-
283;24;06/08/2003;21:40;Quarta-feira;Goias;Vasco;;;;;Goias;serra dourada;3;1;GO;RJ;GO
284;24;06/08/2003;21:40;Quarta-feira;Cruzeiro;Sao Paulo;;;;;-;mineirao;1;1;MG;SP;-
285;24;07/08/2003;20:30;Quinta-feira;Flamengo;Bahia;;;;;Flamengo;maracana;6;0;RJ;BA;RJ
286;24;07/08/2003;20:30;Quinta-feira;Corinthians;Figueirense;;;;;Figueirense;pacaembu;0;1;SP;SC;SC
287;24;07/08/2003;20:30;Quinta-feira;Guarani;Gremio;;;;;Guarani;brinco de ouro;2;0;SP;RS;SP
288;24;07/08/2003;15:00;Quinta-feira;Internacional;Coritiba;;;;;Internacional;beira rio;1;0;RS;PR;RS
289;25;09/08/2003;16:00;Sabado;Fluminense;Criciuma;;;;;-;maracana;1;1;RJ;SC;-
290;25;09/08/2003;16:00;Sabado;Sao Caetano;Cruzeiro;;;;;Sao Caetano;anacleto campanella;2;0;SP;MG;SP
291;25;09/08/2003;16:00;Sabado;Parana;Santos;;;;;Santos;couto pereira;1;2;PR;SP;SP
292;25;09/08/2003;18:00;Sabado;Sao Paulo;Juventude;;;;;Sao Paulo;morumbi;3;1;SP;RS;SP
293;25;10/08/2003;16:00;Domingo;Paysandu;Goias;;;;;-;mangueirao;2;2;PA;GO;-
294;25;10/08/2003;16:00;Domingo;Ponte Preta;Internacional;;;;;Internacional;moises lucarelli;1;4;SP;RS;RS
295;25;10/08/2003;16:00;Domingo;Coritiba;Flamengo;;;;;Coritiba;couto pereira;5;0;PR;RJ;PR
296;25;10/08/2003;16:00;Domingo;Atletico-MG;Corinthians;;;;;Corinthians;mineirao;2;3;MG;SP;SP
297;25;10/08/2003;16:00;Domingo;Figueirense;Vitoria;;;;;Vitoria;orlando scarpelli;1;2;SC;BA;BA
298;25;10/08/2003;16:00;Domingo;Bahia;Fortaleza;;;;;Bahia;fonte nova;1;0;BA;CE;BA
299;25;10/08/2003;18:00;Domingo;Vasco;Guarani;;;;;-;sao januario;0;0;RJ;SP;-
300;25;10/08/2003;18:00;Domingo;Gremio;Athletico-PR;;;;;-;olimpico;1;1;RS;PR;-
301;26;16/08/2003;16:00;Sabado;Vasco;Vitoria;;;;;Vasco;sao januario;1;0;RJ;BA;RJ
302;26;16/08/2003;16:00;Sabado;Bahia;Internacional;;;;;Internacional;fonte nova;1;3;BA;RS;RS
303;26;16/08/2003;16:00;Sabado;Figueirense;Santos;;;;;Figueirense;orlando scarpelli;1;0;SC;SP;SC
304;26;16/08/2003;16:00;Sabado;Coritiba;Juventude;;;;;Coritiba;couto pereira;1;0;PR;RS;PR
305;26;16/08/2003;18:00;Sabado;Atletico-MG;Athletico-PR;;;;;Athletico-PR;mineirao;1;2;MG;PR;PR
306;26;16/08/2003;18:00;Sabado;Sao Paulo;Criciuma;;;;;-;santa cruz;0;0;SP;SC;-
307;26;17/08/2003;16:00;Domingo;Paysandu;Corinthians;;;;;-;mangueirao;2;2;PA;SP;-
308;26;17/08/2003;16:00;Domingo;Sao Caetano;Fortaleza;;;;;Sao Caetano;anacleto campanella;3;0;SP;CE;SP
309;26;17/08/2003;16:00;Domingo;Ponte Preta;Cruzeiro;;;;;Cruzeiro;moises lucarelli;1;3;SP;MG;MG
310;26;17/08/2003;16:00;Domingo;Parana;Guarani;;;;;-;pinheirao;0;0;PR;SP;-
311;26;17/08/2003;16:00;Domingo;Gremio;Goias;;;;;Goias;olimpico;0;1;RS;GO;GO
312;26;17/08/2003;18:00;Domingo;Fluminense;Flamengo;;;;;Flamengo;maracana;0;1;RJ;RJ;RJ
313;27;20/08/2003;20:30;Quarta-feira;Flamengo;Sao Caetano;;;;;Flamengo;maracana;1;0;RJ;SP;RJ
314;27;20/08/2003;20:30;Quarta-feira;Goias;Parana;;;;;Goias;serra dourada;1;0;GO;PR;GO
315;27;20/08/2003;20:30;Quarta-feira;Juventude;Bahia;;;;;Juventude;alfredo jaconi;1;0;RS;BA;RS
316;27;20/08/2003;20:30;Quarta-feira;Cruzeiro;Coritiba;;;;;-;mineirao;2;2;MG;PR;-
317;27;20/08/2003;20:30;Quarta-feira;Athletico-PR;Figueirense;;;;;Figueirense;arena da baixada;1;2;PR;SC;SC
318;27;20/08/2003;20:30;Quarta-feira;Vitoria;Gremio;;;;;Vitoria;barradao;4;1;BA;RS;BA
319;27;20/08/2003;21:40;Quarta-feira;Santos;Paysandu;;;;;Santos;vila belmiro;2;0;SP;PA;SP
320;27;20/08/2003;21:40;Quarta-feira;Fortaleza;Sao Paulo;;;;;Sao Paulo;castelao;0;2;CE;SP;SP
321;27;20/08/2003;21:40;Quarta-feira;Corinthians;Vasco;;;;;-;pacaembu;0;0;SP;RJ;-
322;27;21/08/2003;15:00;Quinta-feira;Internacional;Fluminense;;;;;Fluminense;beira rio;0;1;RS;RJ;RJ
323;27;21/08/2003;20:30;Quinta-feira;Guarani;Atletico-MG;;;;;-;brinco de ouro;2;2;SP;MG;-
324;27;21/08/2003;20:30;Quinta-feira;Criciuma;Ponte Preta;;;;;Criciuma;heriberto hulse;3;0;SC;SP;SC
325;28;23/08/2003;16:00;Sabado;Santos;Flamengo;;;;;Santos;vila belmiro;2;1;SP;RJ;SP
326;28;23/08/2003;16:00;Sabado;Athletico-PR;Fortaleza;;;;;Athletico-PR;arena da baixada;3;1;PR;CE;PR
327;28;23/08/2003;16:00;Sabado;Goias;Cruzeiro;;;;;Goias;serra dourada;1;0;GO;MG;GO
328;28;23/08/2003;18:00;Sabado;Gremio;Sao Caetano;;;;;-;olimpico;0;0;RS;SP;-
329;28;24/08/2003;16:00;Domingo;Vasco;Sao Paulo;;;;;Vasco;sao januario;3;2;RJ;SP;RJ
330;28;24/08/2003;16:00;Domingo;Paysandu;Ponte Preta;;;;;Paysandu;mangueirao;3;2;PA;SP;PA
331;28;24/08/2003;16:00;Domingo;Parana;Fluminense;;;;;Parana;willie davids;2;0;PR;RJ;PR
332;28;24/08/2003;16:00;Domingo;Vitoria;Juventude;;;;;Vitoria;barradao;3;0;BA;RS;BA
333;28;24/08/2003;16:00;Domingo;Guarani;Criciuma;;;;;Guarani;brinco de ouro;1;0;SP;SC;SP
334;28;24/08/2003;16:00;Domingo;Figueirense;Coritiba;;;;;Coritiba;orlando scarpelli;1;2;SC;PR;PR
335;28;24/08/2003;18:00;Domingo;Corinthians;Internacional;;;;;Corinthians;pacaembu;3;1;SP;RS;SP
336;28;24/08/2003;18:00;Domingo;Atletico-MG;Bahia;;;;;Atletico-MG;mineirao;1;0;MG;BA;MG
337;29;30/08/2003;16:00;Sabado;Fluminense;Gremio;;;;;Fluminense;municipal juiz de fora;2;0;RJ;RS;RJ
338;29;30/08/2003;16:00;Sabado;Fortaleza;Santos;;;;;-;castelao;0;0;CE;SP;-
339;29;30/08/2003;16:00;Sabado;Internacional;Vitoria;;;;;Vitoria;beira rio;0;1;RS;BA;BA
340;29;30/08/2003;18:00;Sabado;Cruzeiro;Guarani;;;;;Cruzeiro;mineirao;4;1;MG;SP;MG
341;29;30/08/2003;18:00;Sabado;Sao Paulo;Paysandu;;;;;Sao Paulo;benedito teixeira;1;0;SP;PA;SP
342;29;31/08/2003;16:00;Domingo;Sao Caetano;Vasco;;;;;Sao Caetano;anacleto campanella;1;0;SP;RJ;SP
343;29;31/08/2003;16:00;Domingo;Juventude;Goias;;;;;Goias;alfredo jaconi;0;2;RS;GO;GO
344;29;31/08/2003;16:00;Domingo;Flamengo;Corinthians;;;;;Flamengo;maracana;1;0;RJ;SP;RJ
345;29;31/08/2003;16:00;Domingo;Bahia;Parana;;;;;Bahia;fonte nova;4;2;BA;PR;BA
346;29;31/08/2003;16:00;Domingo;Ponte Preta;Figueirense;;;;;-;moises lucarelli;1;1;SP;SC;-
347;29;31/08/2003;18:00;Domingo;Criciuma;Athletico-PR;;;;;Criciuma;heriberto hulse;2;0;SC;PR;SC
348;29;31/08/2003;18:00;Domingo;Coritiba;Atletico-MG;;;;;-;couto pereira;2;2;PR;MG;-
349;30;13/09/2003;16:00;Sabado;Santos;Criciuma;;;;;Santos;vila belmiro;5;2;SP;SC;SP
350;30;13/09/2003;16:00;Sabado;Athletico-PR;Cruzeiro;;;;;Cruzeiro;arena da baixada;1;4;PR;MG;MG
351;30;13/09/2003;18:00;Sabado;Gremio;Bahia;;;;;-;olimpico;1;1;RS;BA;-
352;30;13/09/2003;18:00;Sabado;Corinthians;Fortaleza;;;;;Corinthians;pacaembu;2;0;SP;CE;SP
353;30;14/09/2003;16:00;Domingo;Vitoria;Flamengo;;;;;Vitoria;barradao;1;0;BA;RJ;BA
354;30;14/09/2003;16:00;Domingo;Figueirense;Sao Paulo;;;;;-;orlando scarpelli;2;2;SC;SP;-
355;30;14/09/2003;16:00;Domingo;Goias;Internacional;;;;;Goias;serra dourada;3;1;GO;RS;GO
356;30;14/09/2003;16:00;Domingo;Paysandu;Sao Caetano;;;;;Paysandu;mangueirao;1;0;PA;SP;PA
357;30;14/09/2003;16:00;Domingo;Guarani;Juventude;;;;;Guarani;brinco de ouro;2;0;SP;RS;SP
358;30;14/09/2003;16:00;Domingo;Parana;Coritiba;;;;;Coritiba;couto pereira;2;3;PR;PR;PR
359;30;14/09/2003;18:00;Domingo;Vasco;Fluminense;;;;;Vasco;maracana;1;0;RJ;RJ;RJ
360;30;14/09/2003;18:00;Domingo;Atletico-MG;Ponte Preta;;;;;Atletico-MG;independencia;2;0;MG;SP;MG
361;31;20/09/2003;16:00;Sabado;Cruzeiro;Santos;;;;;Cruzeiro;mineirao;3;0;MG;SP;MG
362;31;20/09/2003;16:00;Sabado;Coritiba;Gremio;;;;;Coritiba;couto pereira;1;0;PR;RS;PR
363;31;20/09/2003;16:00;Sabado;Ponte Preta;Parana;;;;;Ponte Preta;vila belmiro;4;0;SP;PR;SP
364;31;20/09/2003;18:00;Sabado;Fluminense;Paysandu;;;;;-;maracana;1;1;RJ;PA;-
365;31;20/09/2003;18:00;Sabado;Internacional;Guarani;;;;;Internacional;beira rio;2;0;RS;SP;RS
366;31;21/09/2003;16:00;Domingo;Bahia;Vasco;;;;;Bahia;fonte nova;3;0;BA;RJ;BA
367;31;21/09/2003;16:00;Domingo;Criciuma;Corinthians;;;;;Criciuma;heriberto hulse;1;0;SC;SP;SC
368;31;21/09/2003;16:00;Domingo;Fortaleza;Vitoria;;;;;Fortaleza;placido castelo;1;0;CE;BA;CE
369;31;21/09/2003;16:00;Domingo;Juventude;Athletico-PR;;;;;Juventude;alfredo jaconi;4;0;RS;PR;RS
370;31;21/09/2003;16:00;Domingo;Sao Caetano;Figueirense;;;;;Figueirense;anacleto campanella;0;2;SP;SC;SC
371;31;21/09/2003;18:00;Domingo;Sao Paulo;Atletico-MG;;;;;-;morumbi;2;2;SP;MG;-
372;31;21/09/2003;18:00;Domingo;Flamengo;Goias;;;;;-;maracana;1;1;RJ;GO;-
373;32;24/09/2003;19:00;Quarta-feira;Athletico-PR;Internacional;;;;;Athletico-PR;arena da baixada;2;1;PR;RS;PR
374;32;24/09/2003;20:30;Quarta-feira;Gremio;Ponte Preta;;;;;-;olimpico;2;2;RS;SP;-
375;32;24/09/2003;20:30;Quarta-feira;Goias;Fortaleza;;;;;Fortaleza;serra dourada;0;1;GO;CE;CE
376;32;24/09/2003;20:30;Quarta-feira;Paysandu;Bahia;;;;;Paysandu;mangueirao;4;0;PA;BA;PA
377;32;24/09/2003;20:30;Quarta-feira;Vitoria;Criciuma;;;;;-;barradao;1;1;BA;SC;-
378;32;24/09/2003;21:40;Quarta-feira;Guarani;Flamengo;;;;;Guarani;brinco de ouro;5;3;SP;RJ;SP
379;32;24/09/2003;21:40;Quarta-feira;Parana;Sao Paulo;;;;;Parana;pinheirao;4;2;PR;SP;PR
380;32;24/09/2003;21:40;Quarta-feira;Santos;Juventude;;;;;-;vila belmiro;1;1;SP;RS;-
381;32;24/09/2003;21:40;Quarta-feira;Corinthians;Cruzeiro;;;;;Cruzeiro;pacaembu;0;1;SP;MG;MG
382;32;25/09/2003;20:30;Quinta-feira;Figueirense;Fluminense;;;;;-;orlando scarpelli;2;2;SC;RJ;-
383;32;25/09/2003;20:30;Quinta-feira;Vasco;Coritiba;;;;;Vasco;sao januario;2;1;RJ;PR;RJ
384;32;25/09/2003;20:30;Quinta-feira;Atletico-MG;Sao Caetano;;;;;Atletico-MG;independencia;3;1;MG;SP;MG
385;33;27/09/2003;16:00;Sabado;Internacional;Santos;;;;;Internacional;beira rio;1;0;RS;SP;RS
386;33;27/09/2003;16:00;Sabado;Sao Paulo;Gremio;;;;;Sao Paulo;morumbi;3;1;SP;RS;SP
387;33;27/09/2003;18:00;Sabado;Flamengo;Athletico-PR;;;;;Flamengo;maracana;2;1;RJ;PR;RJ
388;33;28/09/2003;16:00;Domingo;Cruzeiro;Vitoria;;;;;Cruzeiro;mineirao;1;0;MG;BA;MG
389;33;28/09/2003;16:00;Domingo;Bahia;Figueirense;;;;;-;fonte nova;1;1;BA;SC;-
390;33;28/09/2003;16:00;Domingo;Criciuma;Goias;;;;;Criciuma;heriberto hulse;1;0;SC;GO;SC
391;33;28/09/2003;16:00;Domingo;Fortaleza;Guarani;;;;;Fortaleza;presidente vargas;3;0;CE;SP;CE
392;33;28/09/2003;16:00;Domingo;Juventude;Corinthians;;;;;Juventude;alfredo jaconi;6;1;RS;SP;RS
393;33;28/09/2003;16:00;Domingo;Ponte Preta;Vasco;;;;;-;moises lucarelli;2;2;SP;RJ;-
394;33;28/09/2003;16:00;Domingo;Sao Caetano;Parana;;;;;Sao Caetano;anacleto campanella;2;0;SP;PR;SP
395;33;28/09/2003;18:00;Domingo;Fluminense;Atletico-MG;;;;;Atletico-MG;giulite coutinho;0;1;RJ;MG;MG
396;33;28/09/2003;18:00;Domingo;Coritiba;Paysandu;;;;;Coritiba;couto pereira;1;0;PR;PA;PR
397;34;04/10/2003;16:00;Sabado;Athletico-PR;Fluminense;;;;;-;arena da baixada;0;0;PR;RJ;-
398;34;04/10/2003;16:00;Sabado;Paysandu;Internacional;;;;;-;mangueirao;0;0;PA;RS;-
399;34;04/10/2003;16:00;Sabado;Sao Caetano;Ponte Preta;;;;;Sao Caetano;anacleto campanella;1;0;SP;SP;SP
400;34;04/10/2003;18:00;Sabado;Gremio;Figueirense;;;;;Gremio;olimpico;3;1;RS;SC;RS
401;34;04/10/2003;18:00;Sabado;Sao Paulo;Santos;;;;;Santos;morumbi;1;2;SP;SP;SP
402;34;05/10/2003;16:00;Domingo;Vitoria;Corinthians;;;;;Corinthians;barradao;1;2;BA;SP;SP
403;34;05/10/2003;16:00;Domingo;Goias;Bahia;;;;;Goias;serra dourada;3;1;GO;BA;GO
404;34;05/10/2003;16:00;Domingo;Atletico-MG;Vasco;;;;;Atletico-MG;independencia;2;1;MG;RJ;MG
405;34;05/10/2003;16:00;Domingo;Juventude;Fortaleza;;;;;-;alfredo jaconi;2;2;RS;CE;-
406;34;05/10/2003;16:00;Domingo;Guarani;Coritiba;;;;;Guarani;brinco de ouro;2;1;SP;PR;SP
407;34;05/10/2003;18:00;Domingo;Flamengo;Parana;;;;;Parana;maracana;0;3;RJ;PR;PR
408;34;05/10/2003;18:00;Domingo;Criciuma;Cruzeiro;;;;;Cruzeiro;heriberto hulse;1;3;SC;MG;MG
409;35;08/10/2003;19:00;Quarta-feira;Vasco;Juventude;;;;;-;maracana;1;1;RJ;RS;-
410;35;08/10/2003;20:30;Quarta-feira;Fortaleza;Gremio;;;;;-;castelao;2;2;CE;RS;-
411;35;08/10/2003;20:30;Quarta-feira;Corinthians;Sao Caetano;;;;;Sao Caetano;pacaembu;0;3;SP;SP;SP
412;35;08/10/2003;20:30;Quarta-feira;Coritiba;Goias;;;;;Coritiba;couto pereira;1;0;PR;GO;PR
413;35;08/10/2003;20:30;Quarta-feira;Ponte Preta;Athletico-PR;;;;;-;moises lucarelli;2;2;SP;PR;-
414;35;08/10/2003;21:40;Quarta-feira;Santos;Guarani;;;;;-;vila belmiro;1;1;SP;SP;-
415;35;08/10/2003;21:40;Quarta-feira;Bahia;Sao Paulo;;;;;Bahia;fonte nova;3;0;BA;SP;BA
416;35;08/10/2003;21:40;Quarta-feira;Cruzeiro;Flamengo;;;;;Cruzeiro;mineirao;2;0;MG;RJ;MG
417;35;09/10/2003;20:30;Quinta-feira;Parana;Paysandu;;;;;Parana;couto pereira;4;2;PR;PA;PR
418;35;09/10/2003;20:30;Quinta-feira;Internacional;Criciuma;;;;;Internacional;beira rio;2;0;RS;SC;RS
419;35;09/10/2003;20:30;Quinta-feira;Fluminense;Vitoria;;;;;Fluminense;maracana;2;0;RJ;BA;RJ
420;35;09/10/2003;20:30;Quinta-feira;Figueirense;Atletico-MG;;;;;Atletico-MG;orlando scarpelli;0;1;SC;MG;MG
421;36;11/10/2003;16:00;Sabado;Athletico-PR;Coritiba;;;;;Athletico-PR;arena da baixada;2;0;PR;PR;PR
422;36;11/10/2003;16:00;Sabado;Guarani;Ponte Preta;;;;;Ponte Preta;brinco de ouro;1;3;SP;SP;SP
423;36;11/10/2003;16:00;Sabado;Sao Caetano;Santos;;;;;-;anacleto campanella;2;2;SP;SP;-
424;36;12/10/2003;16:00;Domingo;Atletico-MG;Cruzeiro;;;;;Cruzeiro;mineirao;0;1;MG;MG;MG
425;36;12/10/2003;16:00;Domingo;Figueirense;Criciuma;;;;;Figueirense;orlando scarpelli;4;2;SC;SC;SC
426;36;12/10/2003;16:00;Domingo;Sao Paulo;Corinthians;;;;;Sao Paulo;morumbi;3;0;SP;SP;SP
427;36;12/10/2003;16:00;Domingo;Vitoria;Bahia;;;;;Vitoria;barradao;2;1;BA;BA;BA
428;36;12/10/2003;16:00;Domingo;Goias;Fluminense;;;;;Goias;serra dourada;6;1;GO;RJ;GO
429;36;12/10/2003;16:00;Domingo;Juventude;Parana;;;;;-;alfredo jaconi;1;1;RS;PR;-
430;36;12/10/2003;18:00;Domingo;Flamengo;Vasco;;;;;Flamengo;maracana;2;1;RJ;RJ;RJ
431;36;12/10/2003;18:00;Domingo;Internacional;Gremio;;;;;Gremio;beira rio;0;1;RS;RS;RS
432;36;15/10/2003;16:00;Quarta-feira;Paysandu;Fortaleza;;;;;Paysandu;mangueirao;3;0;PA;CE;PA
433;37;18/10/2003;16:00;Sabado;Goias;Sao Paulo;;;;;Goias;serra dourada;3;1;GO;SP;GO
434;37;18/10/2003;16:00;Sabado;Guarani;Fluminense;;;;;Guarani;brinco de ouro;2;0;SP;RJ;SP
435;37;18/10/2003;18:00;Sabado;Flamengo;Paysandu;;;;;Flamengo;maracana;2;0;RJ;PA;RJ
436;37;18/10/2003;18:00;Sabado;Gremio;Atletico-MG;;;;;-;olimpico;2;2;RS;MG;-
437;37;18/10/2003;19:00;Sabado;Coritiba;Bahia;;;;;Coritiba;couto pereira;3;2;PR;BA;PR
438;37;19/10/2003;16:00;Domingo;Parana;Internacional;;;;;Parana;couto pereira;4;0;PR;RS;PR
439;37;19/10/2003;16:00;Domingo;Santos;Athletico-PR;;;;;Santos;vila belmiro;3;2;SP;PR;SP
440;37;19/10/2003;16:00;Domingo;Criciuma;Vasco;;;;;Criciuma;heriberto hulse;2;1;SC;RJ;SC
441;37;19/10/2003;17:00;Domingo;Fortaleza;Figueirense;;;;;-;presidente vargas;1;1;CE;SC;-
442;37;19/10/2003;17:00;Domingo;Vitoria;Sao Caetano;;;;;-;barradao;0;0;BA;SP;-
443;37;19/10/2003;18:00;Domingo;Corinthians;Ponte Preta;;;;;Corinthians;pacaembu;3;0;SP;SP;SP
444;37;19/10/2003;18:00;Domingo;Cruzeiro;Juventude;;;;;Juventude;mineirao;1;2;MG;RS;RS
445;38;22/10/2003;20:30;Quarta-feira;Ponte Preta;Goias;;;;;Goias;moises lucarelli;0;2;SP;GO;GO
446;38;22/10/2003;20:30;Quarta-feira;Sao Caetano;Coritiba;;;;;Sao Caetano;anacleto campanella;2;0;SP;PR;SP
447;38;22/10/2003;20:30;Quarta-feira;Athletico-PR;Vitoria;;;;;Vitoria;estadio do cafe;1;2;PR;BA;BA
448;38;22/10/2003;20:30;Quarta-feira;Figueirense;Flamengo;;;;;-;orlando scarpelli;0;0;SC;RJ;-
449;38;22/10/2003;21:40;Quarta-feira;Fluminense;Corinthians;;;;;Fluminense;maracana;1;0;RJ;SP;RJ
450;38;22/10/2003;21:40;Quarta-feira;Internacional;Cruzeiro;;;;;Internacional;beira rio;1;0;RS;MG;RS
451;38;22/10/2003;21:40;Quarta-feira;Bahia;Santos;;;;;Santos;fonte nova;4;7;BA;SP;SP
452;38;23/10/2003;21:30;Quinta-feira;Paysandu;Criciuma;;;;;Paysandu;mangueirao;4;0;PA;SC;PA
